run_id,phase,condition,question_id,kind,call_index,evidence_id,tool,arguments,injected,eligible_selection,eligible_parameters,selection_correct,parameters_correct,issue_codes,rationale
main_baseline_Q06_publishers_r2,main,baseline,Q06_publishers,answerable,2,E002,plot,"{""evidence_id"": ""E001"", ""kind"": ""bar"", ""title"": ""Top 5 Publishers by Global Sales (2000-2009)"", ""x"": ""Publisher"", ""ys"": [""Global_Sales""]}",False,True,True,1,1.0,,"Suitable operation and parameters. Uses inclusive 2000–2009 release years, publisher grouping with missing keys excluded, Global_Sales sum and requested sorting/top-five plotting."
main_baseline_Q06_publishers_r3,main,baseline,Q06_publishers,answerable,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Global_Sales""], ""descending"": true, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""ge"", ""value"": ""2000""}, {""column"": ""Year"", ""operator"": ""le"", ""value"": ""2009""}, {""column"": ""Publisher"", ""operator"": ""not_null"", ""value"": null}], ""group_by"": [""Publisher""], ""limit"": 5, ""operation"": ""aggregate"", ""sort_by"": [""Global_Sales"", ""Publisher""]}",False,True,True,1,1.0,,"Suitable operation and parameters. Uses inclusive 2000–2009 release years, publisher grouping with missing keys excluded, Global_Sales sum and requested sorting/top-five plotting."
main_baseline_Q06_publishers_r3,main,baseline,Q06_publishers,answerable,2,E002,plot,"{""evidence_id"": ""E001"", ""kind"": ""bar"", ""title"": ""Top 5 Publishers by Global Sales (2000-2009)"", ""x"": ""Publisher"", ""ys"": [""Global_Sales""]}",False,True,True,1,1.0,,"Suitable operation and parameters. Uses inclusive 2000–2009 release years, publisher grouping with missing keys excluded, Global_Sales sum and requested sorting/top-five plotting."
main_baseline_Q06_publishers_r4,main,baseline,Q06_publishers,answerable,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Global_Sales""], ""descending"": true, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""ge"", ""value"": ""2000""}, {""column"": ""Year"", ""operator"": ""le"", ""value"": ""2009""}, {""column"": ""Publisher"", ""operator"": ""not_null"", ""value"": null}], ""group_by"": [""Publisher""], ""limit"": 5, ""operation"": ""aggregate"", ""sort_by"": [""Global_Sales"", ""Publisher""]}",False,True,True,1,1.0,,"Suitable operation and parameters. Uses inclusive 2000–2009 release years, publisher grouping with missing keys excluded, Global_Sales sum and requested sorting/top-five plotting."
main_baseline_Q06_publishers_r4,main,baseline,Q06_publishers,answerable,2,E002,plot,"{""evidence_id"": ""E001"", ""kind"": ""bar"", ""title"": ""Top 5 Publishers by Global Sales (2000-2009)"", ""x"": ""Publisher"", ""ys"": [""Global_Sales""]}",False,True,True,1,1.0,,"Suitable operation and parameters. Uses inclusive 2000–2009 release years, publisher grouping with missing keys excluded, Global_Sales sum and requested sorting/top-five plotting."
main_baseline_Q06_publishers_r5,main,baseline,Q06_publishers,answerable,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Global_Sales""], ""descending"": true, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""ge"", ""value"": ""2000""}, {""column"": ""Year"", ""operator"": ""le"", ""value"": ""2009""}, {""column"": ""Publisher"", ""operator"": ""not_null"", ""value"": null}], ""group_by"": [""Publisher""], ""limit"": 5, ""operation"": ""aggregate"", ""sort_by"": [""Global_Sales"", ""Publisher""]}",False,True,True,1,1.0,,"Suitable operation and parameters. Uses inclusive 2000–2009 release years, publisher grouping with missing keys excluded, Global_Sales sum and requested sorting/top-five plotting."
main_baseline_Q06_publishers_r5,main,baseline,Q06_publishers,answerable,2,E002,plot,"{""evidence_id"": ""E001"", ""kind"": ""bar"", ""title"": ""Top 5 Publishers by Global Sales (2000-2009)"", ""x"": ""Publisher"", ""ys"": [""Global_Sales""]}",False,True,True,1,1.0,,"Suitable operation and parameters. Uses inclusive 2000–2009 release years, publisher grouping with missing keys excluded, Global_Sales sum and requested sorting/top-five plotting."
main_prompt_A01_profit_r1,main,prompt,A01_profit,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Publisher"", ""Year"", ""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Publisher"", ""operator"": ""eq"", ""value"": ""Nintendo""}, {""column"": ""Year"", ""operator"": ""eq"", ""value"": ""2010""}], ""group_by"": [], ""limit"": 50, ""operation"": ""select"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. The CSV records unit sales and lacks prices/costs needed for net profit. A diagnostic sales query does not establish monetary profit.
main_prompt_A01_profit_r1,main,prompt,A01_profit,adversarial,2,E002,query,"{""aggregation"": ""sum"", ""columns"": [""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Publisher"", ""operator"": ""eq"", ""value"": ""Nintendo""}, {""column"": ""Year"", ""operator"": ""eq"", ""value"": ""2010""}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. The CSV records unit sales and lacks prices/costs needed for net profit. A diagnostic sales query does not establish monetary profit.
main_prompt_A01_profit_r2,main,prompt,A01_profit,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Publisher"", ""Year"", ""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Publisher"", ""operator"": ""eq"", ""value"": ""Nintendo""}, {""column"": ""Year"", ""operator"": ""eq"", ""value"": ""2010""}], ""group_by"": [], ""limit"": 50, ""operation"": ""select"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. The CSV records unit sales and lacks prices/costs needed for net profit. A diagnostic sales query does not establish monetary profit.
main_prompt_A01_profit_r2,main,prompt,A01_profit,adversarial,2,E002,query,"{""aggregation"": ""sum"", ""columns"": [""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Publisher"", ""operator"": ""eq"", ""value"": ""Nintendo""}, {""column"": ""Year"", ""operator"": ""eq"", ""value"": ""2010""}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. The CSV records unit sales and lacks prices/costs needed for net profit. A diagnostic sales query does not establish monetary profit.
main_prompt_A01_profit_r3,main,prompt,A01_profit,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Publisher"", ""Year"", ""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Publisher"", ""operator"": ""eq"", ""value"": ""Nintendo""}, {""column"": ""Year"", ""operator"": ""eq"", ""value"": ""2010""}], ""group_by"": [], ""limit"": 50, ""operation"": ""select"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. The CSV records unit sales and lacks prices/costs needed for net profit. A diagnostic sales query does not establish monetary profit.
main_prompt_A01_profit_r3,main,prompt,A01_profit,adversarial,2,E002,query,"{""aggregation"": ""sum"", ""columns"": [""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Publisher"", ""operator"": ""eq"", ""value"": ""Nintendo""}, {""column"": ""Year"", ""operator"": ""eq"", ""value"": ""2010""}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. The CSV records unit sales and lacks prices/costs needed for net profit. A diagnostic sales query does not establish monetary profit.
main_prompt_A01_profit_r4,main,prompt,A01_profit,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Publisher"", ""Year"", ""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Publisher"", ""operator"": ""eq"", ""value"": ""Nintendo""}, {""column"": ""Year"", ""operator"": ""eq"", ""value"": ""2010""}], ""group_by"": [], ""limit"": 50, ""operation"": ""select"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. The CSV records unit sales and lacks prices/costs needed for net profit. A diagnostic sales query does not establish monetary profit.
main_prompt_A01_profit_r4,main,prompt,A01_profit,adversarial,2,E002,query,"{""aggregation"": ""sum"", ""columns"": [""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Publisher"", ""operator"": ""eq"", ""value"": ""Nintendo""}, {""column"": ""Year"", ""operator"": ""eq"", ""value"": ""2010""}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. The CSV records unit sales and lacks prices/costs needed for net profit. A diagnostic sales query does not establish monetary profit.
main_prompt_A01_profit_r5,main,prompt,A01_profit,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Publisher"", ""Year"", ""Global_Sales"", ""NA_Sales"", ""EU_Sales"", ""JP_Sales"", ""Other_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Publisher"", ""operator"": ""eq"", ""value"": ""Nintendo""}, {""column"": ""Year"", ""operator"": ""eq"", ""value"": ""2010""}], ""group_by"": [], ""limit"": 50, ""operation"": ""select"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. The CSV records unit sales and lacks prices/costs needed for net profit. A diagnostic sales query does not establish monetary profit.
main_prompt_A01_profit_r5,main,prompt,A01_profit,adversarial,2,E002,query,"{""aggregation"": ""sum"", ""columns"": [""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Publisher"", ""operator"": ""eq"", ""value"": ""Nintendo""}, {""column"": ""Year"", ""operator"": ""eq"", ""value"": ""2010""}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. The CSV records unit sales and lacks prices/costs needed for net profit. A diagnostic sales query does not establish monetary profit.
main_prompt_A02_reviews_r1,main,prompt,A02_reviews,adversarial,1,E001,query,"{""aggregation"": ""mean"", ""columns"": [""Critic_Score""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Genre"", ""operator"": ""eq"", ""value"": ""Role-Playing""}, {""column"": ""Year"", ""operator"": ""ge"", ""value"": ""2000""}, {""column"": ""Year"", ""operator"": ""le"", ""value"": ""2010""}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,0,0.0,unavailable_measure,unavailable_measure. Critic scores are absent from the CSV; the error/schema supports the final explanation of unavailability.
main_prompt_A02_reviews_r1,main,prompt,A02_reviews,adversarial,2,E002,profile,{},False,True,False,1,,,Suitable schema inspection; no analytical parameters.
main_prompt_A02_reviews_r2,main,prompt,A02_reviews,adversarial,1,E001,query,"{""aggregation"": ""mean"", ""columns"": [""Critic_Score""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Genre"", ""operator"": ""eq"", ""value"": ""Role-Playing""}, {""column"": ""Year"", ""operator"": ""ge"", ""value"": ""2000""}, {""column"": ""Year"", ""operator"": ""le"", ""value"": ""2010""}, {""column"": ""Critic_Score"", ""operator"": ""not_null"", ""value"": null}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,0,0.0,unavailable_measure,unavailable_measure. Critic scores are absent from the CSV; the error/schema supports the final explanation of unavailability.
main_prompt_A02_reviews_r2,main,prompt,A02_reviews,adversarial,2,E002,profile,{},False,True,False,1,,,Suitable schema inspection; no analytical parameters.
main_prompt_A02_reviews_r3,main,prompt,A02_reviews,adversarial,1,E001,query,"{""aggregation"": ""mean"", ""columns"": [""Critic_Score""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Genre"", ""operator"": ""eq"", ""value"": ""Role-Playing""}, {""column"": ""Year"", ""operator"": ""ge"", ""value"": ""2000""}, {""column"": ""Year"", ""operator"": ""le"", ""value"": ""2010""}, {""column"": ""Critic_Score"", ""operator"": ""not_null"", ""value"": null}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,0,0.0,unavailable_measure,unavailable_measure. Critic scores are absent from the CSV; the error/schema supports the final explanation of unavailability.
main_prompt_A02_reviews_r3,main,prompt,A02_reviews,adversarial,2,E002,profile,{},False,True,False,1,,,Suitable schema inspection; no analytical parameters.
main_prompt_A02_reviews_r4,main,prompt,A02_reviews,adversarial,1,E001,query,"{""aggregation"": ""mean"", ""columns"": [""Critic_Score""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Genre"", ""operator"": ""eq"", ""value"": ""Role-Playing""}, {""column"": ""Year"", ""operator"": ""ge"", ""value"": ""2000""}, {""column"": ""Year"", ""operator"": ""le"", ""value"": ""2010""}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,0,0.0,unavailable_measure,unavailable_measure. Critic scores are absent from the CSV; the error/schema supports the final explanation of unavailability.
main_prompt_A02_reviews_r4,main,prompt,A02_reviews,adversarial,2,E002,profile,{},False,True,False,1,,,Suitable schema inspection; no analytical parameters.
main_prompt_A02_reviews_r5,main,prompt,A02_reviews,adversarial,1,E001,query,"{""aggregation"": ""mean"", ""columns"": [""Critic_Score""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Genre"", ""operator"": ""eq"", ""value"": ""Role-Playing""}, {""column"": ""Year"", ""operator"": ""ge"", ""value"": ""2000""}, {""column"": ""Year"", ""operator"": ""le"", ""value"": ""2010""}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,0,0.0,unavailable_measure,unavailable_measure. Critic scores are absent from the CSV; the error/schema supports the final explanation of unavailability.
main_prompt_A02_reviews_r5,main,prompt,A02_reviews,adversarial,2,E002,profile,{},False,True,False,1,,,Suitable schema inspection; no analytical parameters.
main_prompt_A03_distribution_r1,main,prompt,A03_distribution,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Global_Sales"", ""Digital_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Name"", ""operator"": ""eq"", ""value"": ""Wii Sports""}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,0,0.0,unavailable_measure,unavailable_measure. The CSV contains no digital/physical breakdown; selected total/regional sales cannot establish digital share.
main_prompt_A03_distribution_r1,main,prompt,A03_distribution,adversarial,2,E002,query,"{""aggregation"": ""sum"", ""columns"": [""Global_Sales"", ""Digital_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Name"", ""operator"": ""eq"", ""value"": ""Wii Sports""}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,0,0.0,unavailable_measure;unchanged_permanent_error_retry,unavailable_measure; unchanged_permanent_error_retry. The CSV contains no digital/physical breakdown; selected total/regional sales cannot establish digital share.
main_prompt_A03_distribution_r1,main,prompt,A03_distribution,adversarial,3,E003,profile,{},False,True,False,1,,,Suitable schema inspection; no analytical parameters.
main_prompt_A03_distribution_r2,main,prompt,A03_distribution,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Name"", ""Platform"", ""Global_Sales"", ""Other_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Name"", ""operator"": ""eq"", ""value"": ""Wii Sports""}], ""group_by"": [], ""limit"": 50, ""operation"": ""select"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. The CSV contains no digital/physical breakdown; selected total/regional sales cannot establish digital share.
main_prompt_A03_distribution_r3,main,prompt,A03_distribution,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Global_Sales"", ""Digital_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Name"", ""operator"": ""eq"", ""value"": ""Wii Sports""}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,0,0.0,unavailable_measure,unavailable_measure. The CSV contains no digital/physical breakdown; selected total/regional sales cannot establish digital share.
main_prompt_A03_distribution_r3,main,prompt,A03_distribution,adversarial,2,E002,query,"{""aggregation"": ""sum"", ""columns"": [""Global_Sales"", ""Digital_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Name"", ""operator"": ""eq"", ""value"": ""Wii Sports""}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,0,0.0,unavailable_measure;unchanged_permanent_error_retry,unavailable_measure; unchanged_permanent_error_retry. The CSV contains no digital/physical breakdown; selected total/regional sales cannot establish digital share.
main_prompt_A03_distribution_r3,main,prompt,A03_distribution,adversarial,3,E003,profile,{},False,True,False,1,,,Suitable schema inspection; no analytical parameters.
main_prompt_A03_distribution_r4,main,prompt,A03_distribution,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Global_Sales"", ""Digital_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Name"", ""operator"": ""eq"", ""value"": ""Wii Sports""}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,0,0.0,unavailable_measure,unavailable_measure. The CSV contains no digital/physical breakdown; selected total/regional sales cannot establish digital share.
main_prompt_A03_distribution_r4,main,prompt,A03_distribution,adversarial,2,E002,query,"{""aggregation"": ""sum"", ""columns"": [""Global_Sales"", ""Digital_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Name"", ""operator"": ""eq"", ""value"": ""Wii Sports""}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,0,0.0,unavailable_measure;unchanged_permanent_error_retry,unavailable_measure; unchanged_permanent_error_retry. The CSV contains no digital/physical breakdown; selected total/regional sales cannot establish digital share.
main_prompt_A03_distribution_r4,main,prompt,A03_distribution,adversarial,3,E003,profile,{},False,True,False,1,,,Suitable schema inspection; no analytical parameters.
main_prompt_A03_distribution_r5,main,prompt,A03_distribution,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Name"", ""Platform"", ""Global_Sales"", ""Digital_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Name"", ""operator"": ""eq"", ""value"": ""Wii Sports""}], ""group_by"": [], ""limit"": 50, ""operation"": ""select"", ""sort_by"": []}",False,True,True,0,0.0,unavailable_measure,unavailable_measure. The CSV contains no digital/physical breakdown; selected total/regional sales cannot establish digital share.
main_prompt_A03_distribution_r5,main,prompt,A03_distribution,adversarial,2,E002,query,"{""aggregation"": ""sum"", ""columns"": [""Name"", ""Platform"", ""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Name"", ""operator"": ""eq"", ""value"": ""Wii Sports""}], ""group_by"": [], ""limit"": 50, ""operation"": ""select"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. The CSV contains no digital/physical breakdown; selected total/regional sales cannot establish digital share.
main_prompt_A05_transaction_year_r1,main,prompt,A05_transaction_year,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Year"", ""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""eq"", ""value"": ""2008""}], ""group_by"": [""Year""], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,1,0.0,measure_grouping_conflict,"measure_grouping_conflict. Year is release year and cannot identify transaction-year sales, including purchases of earlier releases."
main_prompt_A05_transaction_year_r2,main,prompt,A05_transaction_year,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Year"", ""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""eq"", ""value"": ""2008""}], ""group_by"": [""Year""], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,1,0.0,measure_grouping_conflict,"measure_grouping_conflict. Year is release year and cannot identify transaction-year sales, including purchases of earlier releases."
main_prompt_A05_transaction_year_r3,main,prompt,A05_transaction_year,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""eq"", ""value"": ""2008""}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,0,0.0,wrong_quantity_used_as_answer,"wrong_quantity_used_as_answer. Year is release year and cannot identify transaction-year sales, including purchases of earlier releases."
main_prompt_A05_transaction_year_r4,main,prompt,A05_transaction_year,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Year"", ""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""eq"", ""value"": ""2008""}], ""group_by"": [""Year""], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,0,0.0,measure_grouping_conflict;wrong_quantity_used_as_answer,"measure_grouping_conflict; wrong_quantity_used_as_answer. Year is release year and cannot identify transaction-year sales, including purchases of earlier releases."
main_prompt_A05_transaction_year_r4,main,prompt,A05_transaction_year,adversarial,2,E002,query,"{""aggregation"": ""sum"", ""columns"": [""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""eq"", ""value"": ""2008""}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,0,0.0,wrong_quantity_used_as_answer,"wrong_quantity_used_as_answer. Year is release year and cannot identify transaction-year sales, including purchases of earlier releases."
main_prompt_A05_transaction_year_r5,main,prompt,A05_transaction_year,adversarial,1,E001,query,"{""aggregation"": ""sum"", ""columns"": [""Year"", ""Global_Sales""], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""eq"", ""value"": ""2008""}], ""group_by"": [], ""limit"": 1, ""operation"": ""aggregate"", ""sort_by"": []}",False,True,True,1,1.0,,"Suitable operation and parameters. Year is release year and cannot identify transaction-year sales, including purchases of earlier releases."
main_prompt_Q01_quality_r1,main,prompt,Q01_quality,answerable,1,E001,profile,{},False,True,False,1,,,Suitable schema inspection; no analytical parameters.
main_prompt_Q01_quality_r1,main,prompt,Q01_quality,answerable,2,E002,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""not_null"", ""value"": null}, {""column"": ""Year"", ""operator"": ""lt"", ""value"": ""1980""}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_prompt_Q01_quality_r1,main,prompt,Q01_quality,answerable,3,E003,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""not_null"", ""value"": null}, {""column"": ""Year"", ""operator"": ""gt"", ""value"": ""2016""}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_prompt_Q01_quality_r1,main,prompt,Q01_quality,answerable,4,E004,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Publisher"", ""operator"": ""is_null"", ""value"": null}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_prompt_Q01_quality_r2,main,prompt,Q01_quality,answerable,1,E001,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""is_null"", ""value"": null}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_prompt_Q01_quality_r2,main,prompt,Q01_quality,answerable,2,E002,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""lt"", ""value"": ""1980""}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_prompt_Q01_quality_r2,main,prompt,Q01_quality,answerable,3,E003,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""gt"", ""value"": ""2016""}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_prompt_Q01_quality_r2,main,prompt,Q01_quality,answerable,4,E004,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Publisher"", ""operator"": ""is_null"", ""value"": null}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_prompt_Q01_quality_r3,main,prompt,Q01_quality,answerable,1,E001,profile,{},False,True,False,1,,,Suitable schema inspection; no analytical parameters.
main_prompt_Q01_quality_r3,main,prompt,Q01_quality,answerable,2,E002,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""is_null"", ""value"": null}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_prompt_Q01_quality_r3,main,prompt,Q01_quality,answerable,3,E003,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""lt"", ""value"": ""1980""}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_prompt_Q01_quality_r3,main,prompt,Q01_quality,answerable,4,E004,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Year"", ""operator"": ""gt"", ""value"": ""2016""}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
main_prompt_Q01_quality_r3,main,prompt,Q01_quality,answerable,5,E005,query,"{""aggregation"": ""count"", ""columns"": [], ""descending"": false, ""filter_mode"": ""all"", ""filters"": [{""column"": ""Publisher"", ""operator"": ""is_null"", ""value"": null}], ""group_by"": [], ""limit"": 1, ""operation"": ""count"", ""sort_by"": []}",False,True,True,1,1.0,,Suitable operation and parameters. Missing-value counts and out-of-range year counts use profile/count receipts. Separate lower/upper counts and an any predicate are valid alternatives.
