run_id,phase,condition,question_id,kind,replication,status,valid_contract,accuracy,completeness,factual_error,task_success,unsupported_structured_claim,false_refusal,chart_requested,chart_returned,chart_correct,evidence_valid,validator_repairs,validator_blocked,first_candidate_evidence_valid,tool_selection_policy_met,tool_calls,noninjected_tool_calls,successful_noninjected_calls,failed_tool_calls,failure_injected,recovered_after_injection,observable_method_description_present,operational_failure,latency_s,cost_usd,input_tokens,output_tokens,values_json,evidence_issues
main_baseline_Q02_top_games_r4,main,baseline,Q02_top_games,answerable,4,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,2,2,2,0,False,,True,False,5.086976249993313,0.0018428000000000001,3263,336,"{""second_game_global_sales"": ""40.24"", ""second_game_name"": ""Super Mario Bros."", ""top_game_global_sales"": ""82.74"", ""top_game_name"": ""Wii Sports"", ""top_game_platform"": ""Wii""}",[]
main_verified_Q02_top_games_r4,main,verified,Q02_top_games,answerable,4,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,2,2,2,0,False,,True,False,6.845579083019402,0.0016652,3727,325,"{""second_game_global_sales"": ""40.24"", ""second_game_name"": ""Super Mario Bros."", ""top_game_global_sales"": ""82.74"", ""top_game_name"": ""Wii Sports"", ""top_game_platform"": ""Wii""}",[]
main_baseline_A02_reviews_r2,main,baseline,A02_reviews,adversarial,2,error,False,,0.0,,False,False,,False,,,False,0,False,False,True,1,1,0,1,False,,True,True,3.294319042004645,0.0008896000000000002,1600,156,{},"[""Return each requested field exactly once, with no extra fields.""]"
main_verified_A02_reviews_r2,main,verified,A02_reviews,adversarial,2,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,2,2,1,1,False,,True,False,4.6208746250486,0.0016320000000000002,3268,203,"{""mean_critic_score"": null}",[]
main_prompt_A02_reviews_r2,main,prompt,A02_reviews,adversarial,2,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,2,2,1,1,False,,True,False,5.469535416981671,0.0016400000000000002,3268,208,"{""mean_critic_score"": null}",[]
main_verified_Q02_top_games_r1,main,verified,Q02_top_games,answerable,1,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,2,2,2,0,False,,True,False,5.735420209006406,0.0016908000000000001,3727,341,"{""second_game_global_sales"": ""40.24"", ""second_game_name"": ""Super Mario Bros."", ""top_game_global_sales"": ""82.74"", ""top_game_name"": ""Wii Sports"", ""top_game_platform"": ""Wii""}",[]
main_baseline_Q02_top_games_r1,main,baseline,Q02_top_games,answerable,1,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,2,2,2,0,False,,True,False,5.778303041995969,0.0018444000000000002,3263,337,"{""second_game_global_sales"": ""40.24"", ""second_game_name"": ""Super Mario Bros."", ""top_game_global_sales"": ""82.74"", ""top_game_name"": ""Wii Sports"", ""top_game_platform"": ""Wii""}",[]
main_prompt_Q02_top_games_r1,main,prompt,Q02_top_games,answerable,1,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,2,2,2,0,False,,True,False,5.08478016697336,0.0016876,3727,339,"{""second_game_global_sales"": ""40.24"", ""second_game_name"": ""Super Mario Bros."", ""top_game_global_sales"": ""82.74"", ""top_game_name"": ""Wii Sports"", ""top_game_platform"": ""Wii""}",[]
main_prompt_Q05_filtered_r5,main,prompt,Q05_filtered,answerable,5,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,2,2,2,0,False,,True,False,4.787299791991245,0.0016164,3541,317,"{""global_sales_total"": ""324.24"", ""matching_rows"": ""138""}",[]
main_baseline_Q05_filtered_r5,main,baseline,Q05_filtered,answerable,5,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,2,2,2,0,False,,True,False,4.513764542003628,0.0017296000000000002,3076,312,"{""global_sales_total"": ""324.24"", ""matching_rows"": ""138""}",[]
main_verified_Q05_filtered_r5,main,verified,Q05_filtered,answerable,5,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,2,2,2,0,False,,True,False,4.738051375024952,0.0015364000000000003,3541,315,"{""global_sales_total"": ""324.24"", ""matching_rows"": ""138""}",[]
main_baseline_A02_reviews_r3,main,baseline,A02_reviews,adversarial,3,error,False,,0.0,,False,False,,False,,,False,0,False,False,True,1,1,0,1,False,,True,True,3.304954999999609,0.0008688000000000001,1600,143,{},"[""Return each requested field exactly once, with no extra fields.""]"
main_verified_A02_reviews_r3,main,verified,A02_reviews,adversarial,3,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,2,2,1,1,False,,True,False,3.9159825000097044,0.0015960000000000002,3234,189,"{""mean_critic_score"": null}",[]
main_prompt_A02_reviews_r3,main,prompt,A02_reviews,adversarial,3,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,2,2,1,1,False,,True,False,5.265426042024046,0.0016400000000000002,3268,208,"{""mean_critic_score"": null}",[]
main_verified_A05_transaction_year_r5,main,verified,A05_transaction_year,adversarial,5,answered,True,,1.0,,False,True,,False,,,True,0,False,True,True,2,2,1,1,False,,True,False,3.85794941597851,0.0016908000000000001,3107,280,"{""sales_transacted_in_2008_millions"": ""678.9""}",[]
main_prompt_A05_transaction_year_r5,main,prompt,A05_transaction_year,adversarial,5,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,1,1,1,0,False,,True,False,3.5297657920164056,0.0010824,2018,172,"{""sales_transacted_in_2008_millions"": null}",[]
main_baseline_A05_transaction_year_r5,main,baseline,A05_transaction_year,adversarial,5,answered,True,,1.0,,False,True,,False,,,True,0,False,True,True,1,1,1,0,False,,True,False,3.611267125001177,0.0010692000000000002,1769,226,"{""sales_transacted_in_2008_millions"": ""678.9""}",[]
main_baseline_A04_causality_r3,main,baseline,A04_causality,adversarial,3,unsupported,False,,0.0,,False,False,,False,,,False,0,False,False,True,2,2,2,0,False,,True,False,4.037452207994647,0.0017728000000000002,4656,232,{},"[""Return each requested field exactly once, with no extra fields.""]"
main_prompt_A04_causality_r3,main,prompt,A04_causality,adversarial,3,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,0,0,0,0,False,,True,False,1.3802057089633308,0.0005372,891,113,"{""causal_sales_increase_millions"": null}",[]
main_verified_A04_causality_r3,main,verified,A04_causality,adversarial,3,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,0,0,0,0,False,,True,False,1.6619018339551985,0.0005564000000000001,891,125,"{""causal_sales_increase_millions"": null}",[]
main_baseline_A01_profit_r5,main,baseline,A01_profit,adversarial,5,answered,True,,1.0,,False,True,,False,,,False,0,False,False,True,2,2,2,0,False,,True,False,5.972105916007422,0.0016940000000000002,4283,276,"{""net_profit_usd"": ""610700000""}","[""net_profit_usd: Asserted value does not match referenced data""]"
main_verified_A01_profit_r5,main,verified,A01_profit,adversarial,5,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,2,2,2,0,False,,True,False,4.185703750001267,0.0018096000000000002,4748,256,"{""net_profit_usd"": null}",[]
main_prompt_A01_profit_r5,main,prompt,A01_profit,adversarial,5,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,2,2,2,0,False,,True,False,5.125764792028349,0.0023984,7060,262,"{""net_profit_usd"": null}",[]
main_verified_Q02_top_games_r5,main,verified,Q02_top_games,answerable,5,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,2,2,2,0,False,,True,False,6.117371290980373,0.0020428,3727,345,"{""second_game_global_sales"": ""40.24"", ""second_game_name"": ""Super Mario Bros."", ""top_game_global_sales"": ""82.74"", ""top_game_name"": ""Wii Sports"", ""top_game_platform"": ""Wii""}",[]
main_baseline_Q02_top_games_r5,main,baseline,Q02_top_games,answerable,5,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,2,2,2,0,False,,True,False,4.886523374996614,0.0018508,3263,341,"{""second_game_global_sales"": ""40.24"", ""second_game_name"": ""Super Mario Bros."", ""top_game_global_sales"": ""82.74"", ""top_game_name"": ""Wii Sports"", ""top_game_platform"": ""Wii""}",[]
main_prompt_Q02_top_games_r5,main,prompt,Q02_top_games,answerable,5,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,2,2,2,0,False,,True,False,4.310618749994319,0.001686,3727,338,"{""second_game_global_sales"": ""40.24"", ""second_game_name"": ""Super Mario Bros."", ""top_game_global_sales"": ""82.74"", ""top_game_name"": ""Wii Sports"", ""top_game_platform"": ""Wii""}",[]
main_baseline_Q03_release_year_r4,main,baseline,Q03_release_year,answerable,4,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,3,3,3,0,False,,True,False,5.752386124979239,0.002536,6428,314,"{""peak_release_year"": ""2008"", ""peak_release_year_global_sales"": ""678.9""}",[]
main_verified_Q03_release_year_r4,main,verified,Q03_release_year,answerable,4,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,3,3,3,0,False,,True,False,5.926909833040554,0.0024476000000000003,7047,320,"{""peak_release_year"": ""2008"", ""peak_release_year_global_sales"": ""678.9""}",[]
main_prompt_Q03_release_year_r4,main,prompt,Q03_release_year,answerable,4,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,3,3,3,0,False,,True,False,5.293956457986496,0.0024476000000000003,7047,320,"{""peak_release_year"": ""2008"", ""peak_release_year_global_sales"": ""678.9""}",[]
main_verified_A05_transaction_year_r2,main,verified,A05_transaction_year,adversarial,2,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,1,1,1,0,False,,True,False,4.007722584006842,0.0010696,2018,164,"{""sales_transacted_in_2008_millions"": null}",[]
main_baseline_A05_transaction_year_r2,main,baseline,A05_transaction_year,adversarial,2,answered,True,,1.0,,False,True,,False,,,True,0,False,True,True,1,1,1,0,False,,True,False,3.0988488749717362,0.0010160000000000002,1708,208,"{""sales_transacted_in_2008_millions"": ""678.9""}",[]
main_prompt_A05_transaction_year_r2,main,prompt,A05_transaction_year,adversarial,2,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,1,1,0,1,False,,True,False,3.2854119159746915,0.001046,1911,176,"{""sales_transacted_in_2008_millions"": null}",[]
main_baseline_Q01_quality_r4,main,baseline,Q01_quality,answerable,4,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,4,4,4,0,False,,True,False,6.026557416014839,0.0024964,5565,385,"{""missing_publisher_rows"": ""58"", ""missing_year_rows"": ""271"", ""out_of_range_year_rows"": ""4""}",[]
main_verified_Q01_quality_r4,main,verified,Q01_quality,answerable,4,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,4,4,4,0,False,,True,False,7.761139415961225,0.0022796,7015,367,"{""missing_publisher_rows"": ""58"", ""missing_year_rows"": ""271"", ""out_of_range_year_rows"": ""4""}",[]
main_prompt_Q01_quality_r4,main,prompt,Q01_quality,answerable,4,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,3,3,3,0,False,,True,False,6.3061774589587,0.0020936,4778,330,"{""missing_publisher_rows"": ""58"", ""missing_year_rows"": ""271"", ""out_of_range_year_rows"": ""4""}",[]
main_prompt_Q06_publishers_r2,main,prompt,Q06_publishers,answerable,2,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,2,2,2,0,False,,True,False,8.201787332945969,0.0015864000000000002,3654,294,"{""top_publisher"": ""Nintendo"", ""top_publisher_global_sales"": ""883.89""}",[]
main_baseline_Q06_publishers_r2,main,baseline,Q06_publishers,answerable,2,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,2,2,2,0,False,,True,False,9.011697000009008,0.0017304000000000002,3190,284,"{""top_publisher"": ""Nintendo"", ""top_publisher_global_sales"": ""883.89""}",[]
main_verified_Q06_publishers_r2,main,verified,Q06_publishers,answerable,2,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,2,2,2,0,False,,True,False,4.355648916971404,0.0015960000000000002,3654,300,"{""top_publisher"": ""Nintendo"", ""top_publisher_global_sales"": ""883.89""}",[]
main_prompt_Q06_publishers_r5,main,prompt,Q06_publishers,answerable,5,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,2,2,2,0,False,,True,False,5.087294917029794,0.0015896,3654,296,"{""top_publisher"": ""Nintendo"", ""top_publisher_global_sales"": ""883.89""}",[]
main_verified_Q06_publishers_r5,main,verified,Q06_publishers,answerable,5,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,2,2,2,0,False,,True,False,5.489631708012894,0.0015864000000000002,3654,294,"{""top_publisher"": ""Nintendo"", ""top_publisher_global_sales"": ""883.89""}",[]
main_baseline_Q06_publishers_r5,main,baseline,Q06_publishers,answerable,5,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,2,2,2,0,False,,True,False,4.188707583001815,0.0017336,3190,286,"{""top_publisher"": ""Nintendo"", ""top_publisher_global_sales"": ""883.89""}",[]
main_prompt_A02_reviews_r4,main,prompt,A02_reviews,adversarial,4,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,2,2,1,1,False,,True,False,3.7641077080043033,0.0015896000000000003,3234,185,"{""mean_critic_score"": null}",[]
main_verified_A02_reviews_r4,main,verified,A02_reviews,adversarial,4,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,2,2,1,1,False,,True,False,3.240857666998636,0.0015816000000000003,3234,180,"{""mean_critic_score"": null}",[]
main_baseline_A02_reviews_r4,main,baseline,A02_reviews,adversarial,4,error,False,,0.0,,False,False,,False,,,False,0,False,False,True,1,1,0,1,False,,True,True,2.6981753329746425,0.0009012000000000001,1617,159,{},"[""Return each requested field exactly once, with no extra fields.""]"
main_verified_A06_population_r5,main,verified,A06_population,adversarial,5,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,0,0,0,0,False,,True,False,1.7043304999824613,0.0005432000000000001,898,115,"{""all_games_released_2008"": null}",[]
main_prompt_A06_population_r5,main,prompt,A06_population,adversarial,5,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,0,0,0,0,False,,True,False,1.7660250419867225,0.0005352000000000001,898,110,"{""all_games_released_2008"": null}",[]
main_baseline_A06_population_r5,main,baseline,A06_population,adversarial,5,unsupported,False,,0.0,,False,False,,False,,,False,0,False,False,True,0,0,0,0,False,,True,False,1.3507392079918645,0.00043960000000000006,743,89,{},"[""Return each requested field exactly once, with no extra fields.""]"
main_verified_A05_transaction_year_r1,main,verified,A05_transaction_year,adversarial,1,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,1,1,0,1,False,,True,False,3.0376910000341013,0.0010324000000000002,1913,167,"{""sales_transacted_in_2008_millions"": null}",[]
main_prompt_A05_transaction_year_r1,main,prompt,A05_transaction_year,adversarial,1,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,1,1,0,1,False,,True,False,4.410355416999664,0.0010332000000000002,1911,168,"{""sales_transacted_in_2008_millions"": null}",[]
main_baseline_A05_transaction_year_r1,main,baseline,A05_transaction_year,adversarial,1,answered,True,,1.0,,False,True,,False,,,True,0,False,True,True,1,1,1,0,False,,True,False,3.3955940830055624,0.0010048000000000001,1708,201,"{""sales_transacted_in_2008_millions"": ""678.9""}",[]
main_prompt_Q01_quality_r3,main,prompt,Q01_quality,answerable,3,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,5,5,5,0,False,,True,False,9.177170917042531,0.0025788000000000004,8787,399,"{""missing_publisher_rows"": ""58"", ""missing_year_rows"": ""271"", ""out_of_range_year_rows"": ""4""}",[]
main_verified_Q01_quality_r3,main,verified,Q01_quality,answerable,3,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,4,4,4,0,False,,True,False,6.285632540995721,0.0023020000000000002,7015,381,"{""missing_publisher_rows"": ""58"", ""missing_year_rows"": ""271"", ""out_of_range_year_rows"": ""4""}",[]
main_baseline_Q01_quality_r3,main,baseline,Q01_quality,answerable,3,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,4,4,4,0,False,,True,False,6.895569458021782,0.0024836000000000003,5565,377,"{""missing_publisher_rows"": ""58"", ""missing_year_rows"": ""271"", ""out_of_range_year_rows"": ""4""}",[]
main_baseline_A01_profit_r4,main,baseline,A01_profit,adversarial,4,answered,True,,1.0,,False,True,,False,,,False,0,False,False,True,1,1,1,0,False,,True,False,2.9376813339767978,0.0012408000000000002,2402,175,"{""net_profit_usd"": ""null""}","[""net_profit_usd: Pointer does not identify a data result""]"
main_verified_A01_profit_r4,main,verified,A01_profit,adversarial,4,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,1,1,1,0,False,,True,False,3.778220083040651,0.0018528000000000001,3868,191,"{""net_profit_usd"": null}",[]
main_prompt_A01_profit_r4,main,prompt,A01_profit,adversarial,4,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,2,2,2,0,False,,True,False,4.015356999996584,0.0018000000000000002,4748,250,"{""net_profit_usd"": null}",[]
main_verified_A06_population_r2,main,verified,A06_population,adversarial,2,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,0,0,0,0,False,,True,False,1.7377079580328427,0.0005336000000000001,898,109,"{""all_games_released_2008"": null}",[]
main_prompt_A06_population_r2,main,prompt,A06_population,adversarial,2,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,0,0,0,0,False,,True,False,1.7532138749957085,0.0005336000000000001,898,109,"{""all_games_released_2008"": null}",[]
main_baseline_A06_population_r2,main,baseline,A06_population,adversarial,2,unsupported,False,,0.0,,False,False,,False,,,False,0,False,False,True,0,0,0,0,False,,True,False,1.6220230420003645,0.0004332,743,85,{},"[""Return each requested field exactly once, with no extra fields.""]"
main_verified_A03_distribution_r2,main,verified,A03_distribution,adversarial,2,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,3,3,1,2,False,,True,False,4.531129124981817,0.0021168000000000003,4344,237,"{""digital_sales_share_percent"": null}",[]
main_prompt_A03_distribution_r2,main,prompt,A03_distribution,adversarial,2,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,1,1,1,0,False,,True,False,3.082492707995698,0.0010744,2002,171,"{""digital_sales_share_percent"": null}",[]
main_baseline_A03_distribution_r2,main,baseline,A03_distribution,adversarial,2,unsupported,False,,0.0,,False,False,,False,,,False,0,False,False,True,1,1,0,1,False,,True,False,2.2288833330385387,0.000838,1559,134,{},"[""Return each requested field exactly once, with no extra fields.""]"
main_baseline_A02_reviews_r1,main,baseline,A02_reviews,adversarial,1,error,False,,0.0,,False,False,,False,,,False,0,False,False,True,1,1,0,1,False,,True,True,2.540251415979583,0.0008688000000000001,1600,143,{},"[""Return each requested field exactly once, with no extra fields.""]"
main_prompt_A02_reviews_r1,main,prompt,A02_reviews,adversarial,1,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,2,2,1,1,False,,True,False,3.852888665976934,0.0015960000000000002,3234,189,"{""mean_critic_score"": null}",[]
main_verified_A02_reviews_r1,main,verified,A02_reviews,adversarial,1,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,2,2,1,1,False,,True,False,3.7145187910064124,0.0012648000000000002,3234,198,"{""mean_critic_score"": null}",[]
main_verified_Q01_quality_r5,main,verified,Q01_quality,answerable,5,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,4,4,4,0,False,,True,False,7.935559333011042,0.0022860000000000003,7015,371,"{""missing_publisher_rows"": ""58"", ""missing_year_rows"": ""271"", ""out_of_range_year_rows"": ""4""}",[]
main_baseline_Q01_quality_r5,main,baseline,Q01_quality,answerable,5,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,4,4,4,0,False,,True,False,7.754802500014193,0.0028468000000000005,5565,388,"{""missing_publisher_rows"": ""58"", ""missing_year_rows"": ""271"", ""out_of_range_year_rows"": ""4""}",[]
main_prompt_Q01_quality_r5,main,prompt,Q01_quality,answerable,5,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,4,4,4,0,False,,True,False,6.937079583003651,0.002416,6340,381,"{""missing_publisher_rows"": ""58"", ""missing_year_rows"": ""271"", ""out_of_range_year_rows"": ""4""}",[]
main_verified_A05_transaction_year_r4,main,verified,A05_transaction_year,adversarial,4,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,1,1,1,0,False,,True,False,2.3383584580151364,0.0010760000000000001,2018,168,"{""sales_transacted_in_2008_millions"": null}",[]
main_prompt_A05_transaction_year_r4,main,prompt,A05_transaction_year,adversarial,4,answered,True,,1.0,,False,True,,False,,,True,0,False,True,True,2,2,1,1,False,,True,False,5.415225375036243,0.0016444000000000003,3107,251,"{""sales_transacted_in_2008_millions"": ""678.9""}",[]
main_baseline_A05_transaction_year_r4,main,baseline,A05_transaction_year,adversarial,4,answered,True,,1.0,,False,True,,False,,,True,0,False,True,True,1,1,1,0,False,,True,False,4.757695999986026,0.0010468,1769,212,"{""sales_transacted_in_2008_millions"": ""678.9""}",[]
main_baseline_Q01_quality_r1,main,baseline,Q01_quality,answerable,1,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,4,4,4,0,False,,True,False,7.570847374969162,0.0024628000000000002,5565,388,"{""missing_publisher_rows"": ""58"", ""missing_year_rows"": ""271"", ""out_of_range_year_rows"": ""4""}",[]
main_verified_Q01_quality_r1,main,verified,Q01_quality,answerable,1,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,4,4,4,0,False,,True,False,6.921224375022575,0.0024048000000000003,6340,374,"{""missing_publisher_rows"": ""58"", ""missing_year_rows"": ""271"", ""out_of_range_year_rows"": ""4""}",[]
main_prompt_Q01_quality_r1,main,prompt,Q01_quality,answerable,1,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,4,4,4,0,False,,True,False,6.8339362920378335,0.0022844000000000002,7015,370,"{""missing_publisher_rows"": ""58"", ""missing_year_rows"": ""271"", ""out_of_range_year_rows"": ""4""}",[]
main_baseline_A01_profit_r3,main,baseline,A01_profit,adversarial,3,answered,True,,1.0,,False,True,,False,,,False,0,False,False,True,2,2,2,0,False,,True,False,5.680416291987058,0.0017084000000000001,4283,285,"{""net_profit_usd"": ""61070000""}","[""net_profit_usd: Asserted value does not match referenced data""]"
main_prompt_A01_profit_r3,main,prompt,A01_profit,adversarial,3,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,2,2,2,0,False,,True,False,5.150992666953243,0.0018000000000000002,4748,250,"{""net_profit_usd"": null}",[]
main_verified_A01_profit_r3,main,verified,A01_profit,adversarial,3,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,2,2,2,0,False,,True,False,5.204519667022396,0.0018000000000000002,4748,250,"{""net_profit_usd"": null}",[]
main_baseline_Q02_top_games_r2,main,baseline,Q02_top_games,answerable,2,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,2,2,2,0,False,,True,False,4.875478457950521,0.0018444000000000002,3263,337,"{""second_game_global_sales"": ""40.24"", ""second_game_name"": ""Super Mario Bros."", ""top_game_global_sales"": ""82.74"", ""top_game_name"": ""Wii Sports"", ""top_game_platform"": ""Wii""}",[]
main_prompt_Q02_top_games_r2,main,prompt,Q02_top_games,answerable,2,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,2,2,2,0,False,,True,False,5.488774458004627,0.0016972,3727,345,"{""second_game_global_sales"": ""40.24"", ""second_game_name"": ""Super Mario Bros."", ""top_game_global_sales"": ""82.74"", ""top_game_name"": ""Wii Sports"", ""top_game_platform"": ""Wii""}",[]
main_verified_Q02_top_games_r2,main,verified,Q02_top_games,answerable,2,answered,True,1.0,1.0,False,True,,False,True,True,True,True,0,False,True,True,2,2,2,0,False,,True,False,5.59551608300535,0.0020076,3727,323,"{""second_game_global_sales"": ""40.24"", ""second_game_name"": ""Super Mario Bros."", ""top_game_global_sales"": ""82.74"", ""top_game_name"": ""Wii Sports"", ""top_game_platform"": ""Wii""}",[]
main_baseline_Q05_filtered_r4,main,baseline,Q05_filtered,answerable,4,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,2,2,2,0,False,,True,False,6.0551626670057885,0.0017296000000000002,3076,312,"{""global_sales_total"": ""324.24"", ""matching_rows"": ""138""}",[]
main_verified_Q05_filtered_r4,main,verified,Q05_filtered,answerable,4,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,2,2,2,0,False,,True,False,4.864466208964586,0.0016132000000000002,3541,315,"{""global_sales_total"": ""324.24"", ""matching_rows"": ""138""}",[]
main_prompt_Q05_filtered_r4,main,prompt,Q05_filtered,answerable,4,answered,True,1.0,1.0,False,True,,False,False,,,True,0,False,True,True,2,2,2,0,False,,True,False,5.089184416050557,0.0016164,3541,317,"{""global_sales_total"": ""324.24"", ""matching_rows"": ""138""}",[]
main_verified_A06_population_r4,main,verified,A06_population,adversarial,4,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,0,0,0,0,False,,True,False,1.7985440829652362,0.0005400000000000001,898,113,"{""all_games_released_2008"": null}",[]
main_prompt_A06_population_r4,main,prompt,A06_population,adversarial,4,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,0,0,0,0,False,,True,False,1.727353333029896,0.0005352000000000001,898,110,"{""all_games_released_2008"": null}",[]
main_baseline_A06_population_r4,main,baseline,A06_population,adversarial,4,unsupported,False,,0.0,,False,False,,False,,,False,0,False,False,True,0,0,0,0,False,,True,False,1.6834191249799915,0.000446,743,93,{},"[""Return each requested field exactly once, with no extra fields.""]"
main_prompt_A03_distribution_r4,main,prompt,A03_distribution,adversarial,4,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,3,3,1,2,False,,True,False,6.648913624987472,0.0021152000000000002,4344,236,"{""digital_sales_share_percent"": null}",[]
main_baseline_A03_distribution_r4,main,baseline,A03_distribution,adversarial,4,unsupported,False,,0.0,,False,False,,False,,,False,0,False,False,True,1,1,0,1,False,,True,False,7.483955207979307,0.0008492,1563,140,{},"[""Return each requested field exactly once, with no extra fields.""]"
main_verified_A03_distribution_r4,main,verified,A03_distribution,adversarial,4,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,2,2,1,1,False,,True,False,5.897716541949194,0.0016348,3095,248,"{""digital_sales_share_percent"": null}",[]
main_verified_A04_causality_r2,main,verified,A04_causality,adversarial,2,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,0,0,0,0,False,,True,False,2.328236583038233,0.0005276,891,107,"{""causal_sales_increase_millions"": null}",[]
main_baseline_A04_causality_r2,main,baseline,A04_causality,adversarial,2,unsupported,False,,0.0,,False,False,,False,,,False,0,False,False,True,2,2,2,0,False,,True,False,5.49105958302971,0.0016932000000000002,4469,229,{},"[""Return each requested field exactly once, with no extra fields.""]"
main_prompt_A04_causality_r2,main,prompt,A04_causality,adversarial,2,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,0,0,0,0,False,,True,False,2.839440750016365,0.0005292000000000001,891,108,"{""causal_sales_increase_millions"": null}",[]
main_baseline_A06_population_r3,main,baseline,A06_population,adversarial,3,unsupported,False,,0.0,,False,False,,False,,,False,0,False,False,True,0,0,0,0,False,,True,False,3.850847333029378,0.00043160000000000003,743,84,{},"[""Return each requested field exactly once, with no extra fields.""]"
main_verified_A06_population_r3,main,verified,A06_population,adversarial,3,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,0,0,0,0,False,,True,False,3.857304958975874,0.0005352000000000001,898,110,"{""all_games_released_2008"": null}",[]
main_prompt_A06_population_r3,main,prompt,A06_population,adversarial,3,unsupported,True,,0.0,,True,False,,False,,,True,0,False,True,True,0,0,0,0,False,,True,False,2.6119797920109704,0.0005192,898,100,"{""all_games_released_2008"": null}",[]
